Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
10/23/2020,MM,Myanmar,SEARO,1312,41008,33,1005
10/22/2020,MM,Myanmar,SEARO,1194,39696,27,972
10/21/2020,MM,Myanmar,SEARO,1297,38502,31,945
10/20/2020,MM,Myanmar,SEARO,1180,37205,34,914
10/19/2020,MM,Myanmar,SEARO,1150,36025,42,880
10/18/2020,MM,Myanmar,SEARO,1387,34875,39,838
10/17/2020,MM,Myanmar,SEARO,1137,33488,34,799
10/16/2020,MM,Myanmar,SEARO,1026,32351,33,765
10/15/2020,MM,Myanmar,SEARO,888,31325,39,732
10/14/2020,MM,Myanmar,SEARO,1123,30437,29,693
10/13/2020,MM,Myanmar,SEARO,1340,29314,18,664
10/12/2020,MM,Myanmar,SEARO,1910,27974,48,646
10/11/2020,MM,Myanmar,SEARO,2158,26064,32,598
10/10/2020,MM,Myanmar,SEARO,1461,23906,31,566
10/9/2020,MM,Myanmar,SEARO,1012,22445,25,535
10/8/2020,MM,Myanmar,SEARO,1400,21433,39,510
10/7/2020,MM,Myanmar,SEARO,1252,20033,27,471
10/6/2020,MM,Myanmar,SEARO,987,18781,32,444
10/5/2020,MM,Myanmar,SEARO,1291,17794,41,412
10/4/2020,MM,Myanmar,SEARO,978,16503,18,371
10/3/2020,MM,Myanmar,SEARO,1142,15525,32,353
10/2/2020,MM,Myanmar,SEARO,1010,14383,11,321
10/1/2020,MM,Myanmar,SEARO,948,13373,26,310
9/30/2020,MM,Myanmar,SEARO,794,12425,28,284
9/29/2020,MM,Myanmar,SEARO,897,11631,30,256
9/28/2020,MM,Myanmar,SEARO,743,10734,28,226
9/27/2020,MM,Myanmar,SEARO,879,9991,24,198
9/26/2020,MM,Myanmar,SEARO,597,9112,19,174
9/25/2020,MM,Myanmar,SEARO,688,8515,25,155
9/24/2020,MM,Myanmar,SEARO,868,7827,14,130
9/23/2020,MM,Myanmar,SEARO,488,6959,16,116
9/22/2020,MM,Myanmar,SEARO,666,6471,6,100
9/21/2020,MM,Myanmar,SEARO,542,5805,13,94
9/20/2020,MM,Myanmar,SEARO,642,5263,6,81
9/19/2020,MM,Myanmar,SEARO,322,4621,14,75
9/18/2020,MM,Myanmar,SEARO,405,4299,15,61
9/17/2020,MM,Myanmar,SEARO,258,3894,7,46
9/16/2020,MM,Myanmar,SEARO,337,3636,7,39
9/15/2020,MM,Myanmar,SEARO,284,3299,8,32
9/14/2020,MM,Myanmar,SEARO,219,3015,8,24
9/13/2020,MM,Myanmar,SEARO,351,2796,2,16
9/12/2020,MM,Myanmar,SEARO,180,2445,0,14
9/11/2020,MM,Myanmar,SEARO,256,2265,0,14
9/10/2020,MM,Myanmar,SEARO,202,2009,2,14
9/9/2020,MM,Myanmar,SEARO,197,1807,4,12
9/8/2020,MM,Myanmar,SEARO,146,1610,0,8
9/7/2020,MM,Myanmar,SEARO,145,1464,0,8
9/6/2020,MM,Myanmar,SEARO,103,1319,1,8
9/5/2020,MM,Myanmar,SEARO,83,1216,0,7
9/4/2020,MM,Myanmar,SEARO,75,1133,1,7
9/3/2020,MM,Myanmar,SEARO,120,1058,0,6
9/2/2020,MM,Myanmar,SEARO,51,938,0,6
9/1/2020,MM,Myanmar,SEARO,112,887,0,6
8/31/2020,MM,Myanmar,SEARO,26,775,0,6
8/30/2020,MM,Myanmar,SEARO,93,749,0,6
8/29/2020,MM,Myanmar,SEARO,28,656,0,6
8/28/2020,MM,Myanmar,SEARO,48,628,0,6
8/27/2020,MM,Myanmar,SEARO,76,580,0,6
8/26/2020,MM,Myanmar,SEARO,30,504,0,6
8/25/2020,MM,Myanmar,SEARO,11,474,0,6
8/24/2020,MM,Myanmar,SEARO,19,463,0,6
8/23/2020,MM,Myanmar,SEARO,9,444,0,6
8/22/2020,MM,Myanmar,SEARO,26,435,0,6
8/21/2020,MM,Myanmar,SEARO,13,409,0,6
8/20/2020,MM,Myanmar,SEARO,17,396,0,6
8/19/2020,MM,Myanmar,SEARO,4,379,0,6
8/18/2020,MM,Myanmar,SEARO,0,375,0,6
8/17/2020,MM,Myanmar,SEARO,1,375,0,6
8/16/2020,MM,Myanmar,SEARO,5,374,0,6
8/15/2020,MM,Myanmar,SEARO,8,369,0,6
8/14/2020,MM,Myanmar,SEARO,0,361,0,6
8/13/2020,MM,Myanmar,SEARO,1,361,0,6
8/12/2020,MM,Myanmar,SEARO,0,360,0,6
8/11/2020,MM,Myanmar,SEARO,0,360,0,6
8/10/2020,MM,Myanmar,SEARO,1,360,0,6
8/9/2020,MM,Myanmar,SEARO,0,359,0,6
8/8/2020,MM,Myanmar,SEARO,0,359,0,6
8/7/2020,MM,Myanmar,SEARO,2,359,0,6
8/6/2020,MM,Myanmar,SEARO,1,357,0,6
8/5/2020,MM,Myanmar,SEARO,1,356,0,6
8/4/2020,MM,Myanmar,SEARO,2,355,0,6
8/3/2020,MM,Myanmar,SEARO,0,353,0,6
8/2/2020,MM,Myanmar,SEARO,0,353,0,6
8/1/2020,MM,Myanmar,SEARO,0,353,0,6
7/31/2020,MM,Myanmar,SEARO,0,353,0,6
7/30/2020,MM,Myanmar,SEARO,2,353,0,6
7/29/2020,MM,Myanmar,SEARO,1,351,0,6
7/28/2020,MM,Myanmar,SEARO,0,350,0,6
7/27/2020,MM,Myanmar,SEARO,1,350,0,6
7/26/2020,MM,Myanmar,SEARO,3,349,0,6
7/25/2020,MM,Myanmar,SEARO,3,346,0,6
7/24/2020,MM,Myanmar,SEARO,0,343,0,6
7/23/2020,MM,Myanmar,SEARO,2,343,0,6
7/22/2020,MM,Myanmar,SEARO,0,341,0,6
7/21/2020,MM,Myanmar,SEARO,0,341,0,6
7/20/2020,MM,Myanmar,SEARO,0,341,0,6
7/19/2020,MM,Myanmar,SEARO,2,341,0,6
7/18/2020,MM,Myanmar,SEARO,0,339,0,6
7/17/2020,MM,Myanmar,SEARO,2,339,0,6
7/16/2020,MM,Myanmar,SEARO,0,337,0,6
7/15/2020,MM,Myanmar,SEARO,1,337,0,6
7/14/2020,MM,Myanmar,SEARO,5,336,0,6
7/13/2020,MM,Myanmar,SEARO,1,331,0,6
7/12/2020,MM,Myanmar,SEARO,4,330,0,6
7/11/2020,MM,Myanmar,SEARO,5,326,0,6
7/10/2020,MM,Myanmar,SEARO,3,321,0,6
7/9/2020,MM,Myanmar,SEARO,2,318,0,6
7/8/2020,MM,Myanmar,SEARO,0,316,0,6
7/7/2020,MM,Myanmar,SEARO,3,316,0,6
7/6/2020,MM,Myanmar,SEARO,0,313,0,6
7/5/2020,MM,Myanmar,SEARO,7,313,0,6
7/4/2020,MM,Myanmar,SEARO,2,306,0,6
7/3/2020,MM,Myanmar,SEARO,0,304,0,6
7/2/2020,MM,Myanmar,SEARO,5,304,0,6
7/1/2020,MM,Myanmar,SEARO,0,299,0,6
6/30/2020,MM,Myanmar,SEARO,0,299,0,6
6/29/2020,MM,Myanmar,SEARO,3,299,0,6
6/28/2020,MM,Myanmar,SEARO,3,296,0,6
6/27/2020,MM,Myanmar,SEARO,0,293,0,6
6/26/2020,MM,Myanmar,SEARO,0,293,0,6
6/25/2020,MM,Myanmar,SEARO,1,293,0,6
6/24/2020,MM,Myanmar,SEARO,1,292,0,6
6/23/2020,MM,Myanmar,SEARO,1,291,0,6
6/22/2020,MM,Myanmar,SEARO,4,290,0,6
6/21/2020,MM,Myanmar,SEARO,0,286,0,6
6/20/2020,MM,Myanmar,SEARO,0,286,0,6
6/19/2020,MM,Myanmar,SEARO,23,286,0,6
6/18/2020,MM,Myanmar,SEARO,1,263,0,6
6/17/2020,MM,Myanmar,SEARO,0,262,0,6
6/16/2020,MM,Myanmar,SEARO,0,262,0,6
6/15/2020,MM,Myanmar,SEARO,1,262,0,6
6/14/2020,MM,Myanmar,SEARO,0,261,0,6
6/13/2020,MM,Myanmar,SEARO,0,261,0,6
6/12/2020,MM,Myanmar,SEARO,13,261,0,6
6/11/2020,MM,Myanmar,SEARO,2,248,0,6
6/10/2020,MM,Myanmar,SEARO,2,246,0,6
6/9/2020,MM,Myanmar,SEARO,2,244,0,6
6/8/2020,MM,Myanmar,SEARO,2,242,0,6
6/7/2020,MM,Myanmar,SEARO,4,240,0,6
6/6/2020,MM,Myanmar,SEARO,0,236,0,6
6/5/2020,MM,Myanmar,SEARO,2,236,0,6
6/4/2020,MM,Myanmar,SEARO,1,234,0,6
6/3/2020,MM,Myanmar,SEARO,5,233,0,6
6/2/2020,MM,Myanmar,SEARO,4,228,0,6
6/1/2020,MM,Myanmar,SEARO,0,224,0,6
5/31/2020,MM,Myanmar,SEARO,17,224,0,6
5/30/2020,MM,Myanmar,SEARO,1,207,0,6
5/29/2020,MM,Myanmar,SEARO,0,206,0,6
5/28/2020,MM,Myanmar,SEARO,0,206,0,6
5/27/2020,MM,Myanmar,SEARO,3,206,0,6
5/26/2020,MM,Myanmar,SEARO,2,203,0,6
5/25/2020,MM,Myanmar,SEARO,0,201,0,6
5/24/2020,MM,Myanmar,SEARO,0,201,0,6
5/23/2020,MM,Myanmar,SEARO,2,201,0,6
5/22/2020,MM,Myanmar,SEARO,0,199,0,6
5/21/2020,MM,Myanmar,SEARO,6,199,0,6
5/20/2020,MM,Myanmar,SEARO,2,193,0,6
5/19/2020,MM,Myanmar,SEARO,4,191,0,6
5/18/2020,MM,Myanmar,SEARO,5,187,0,6
5/17/2020,MM,Myanmar,SEARO,0,182,0,6
5/16/2020,MM,Myanmar,SEARO,1,182,0,6
5/15/2020,MM,Myanmar,SEARO,0,181,0,6
5/14/2020,MM,Myanmar,SEARO,1,181,0,6
5/13/2020,MM,Myanmar,SEARO,0,180,0,6
5/12/2020,MM,Myanmar,SEARO,0,180,0,6
5/11/2020,MM,Myanmar,SEARO,2,180,0,6
5/10/2020,MM,Myanmar,SEARO,1,178,0,6
5/9/2020,MM,Myanmar,SEARO,1,177,0,6
5/8/2020,MM,Myanmar,SEARO,14,176,0,6
5/7/2020,MM,Myanmar,SEARO,1,162,0,6
5/6/2020,MM,Myanmar,SEARO,0,161,0,6
5/5/2020,MM,Myanmar,SEARO,6,161,0,6
5/4/2020,MM,Myanmar,SEARO,4,155,0,6
5/3/2020,MM,Myanmar,SEARO,0,151,0,6
5/2/2020,MM,Myanmar,SEARO,0,151,0,6
5/1/2020,MM,Myanmar,SEARO,1,151,0,6
4/30/2020,MM,Myanmar,SEARO,0,150,1,6
4/29/2020,MM,Myanmar,SEARO,4,150,0,5
4/28/2020,MM,Myanmar,SEARO,0,146,0,5
4/27/2020,MM,Myanmar,SEARO,0,146,0,5
4/26/2020,MM,Myanmar,SEARO,2,146,0,5
4/25/2020,MM,Myanmar,SEARO,5,144,0,5
4/24/2020,MM,Myanmar,SEARO,12,139,0,5
4/23/2020,MM,Myanmar,SEARO,6,127,0,5
4/22/2020,MM,Myanmar,SEARO,2,121,0,5
4/21/2020,MM,Myanmar,SEARO,8,119,0,5
4/20/2020,MM,Myanmar,SEARO,4,111,0,5
4/19/2020,MM,Myanmar,SEARO,13,107,0,5
4/18/2020,MM,Myanmar,SEARO,9,94,1,5
4/17/2020,MM,Myanmar,SEARO,0,85,0,4
4/16/2020,MM,Myanmar,SEARO,11,85,0,4
4/15/2020,MM,Myanmar,SEARO,12,74,0,4
4/14/2020,MM,Myanmar,SEARO,21,62,0,4
4/13/2020,MM,Myanmar,SEARO,3,41,1,4
4/12/2020,MM,Myanmar,SEARO,10,38,0,3
4/11/2020,MM,Myanmar,SEARO,1,28,0,3
4/10/2020,MM,Myanmar,SEARO,5,27,0,3
4/9/2020,MM,Myanmar,SEARO,0,22,0,3
4/8/2020,MM,Myanmar,SEARO,0,22,2,3
4/7/2020,MM,Myanmar,SEARO,1,22,0,1
4/6/2020,MM,Myanmar,SEARO,0,21,0,1
4/5/2020,MM,Myanmar,SEARO,1,21,0,1
4/4/2020,MM,Myanmar,SEARO,0,20,0,1
4/3/2020,MM,Myanmar,SEARO,4,20,0,1
4/2/2020,MM,Myanmar,SEARO,1,16,0,1
4/1/2020,MM,Myanmar,SEARO,1,15,1,1
3/31/2020,MM,Myanmar,SEARO,4,14,0,0
3/30/2020,MM,Myanmar,SEARO,2,10,0,0
3/29/2020,MM,Myanmar,SEARO,3,8,0,0
3/28/2020,MM,Myanmar,SEARO,0,5,0,0
3/27/2020,MM,Myanmar,SEARO,2,5,0,0
3/26/2020,MM,Myanmar,SEARO,0,3,0,0
3/25/2020,MM,Myanmar,SEARO,1,3,0,0
3/24/2020,MM,Myanmar,SEARO,2,2,0,0
3/23/2020,MM,Myanmar,SEARO,0,0,0,0
3/22/2020,MM,Myanmar,SEARO,0,0,0,0
3/21/2020,MM,Myanmar,SEARO,0,0,0,0
3/20/2020,MM,Myanmar,SEARO,0,0,0,0
3/19/2020,MM,Myanmar,SEARO,0,0,0,0
3/18/2020,MM,Myanmar,SEARO,0,0,0,0
3/17/2020,MM,Myanmar,SEARO,0,0,0,0
3/16/2020,MM,Myanmar,SEARO,0,0,0,0
3/15/2020,MM,Myanmar,SEARO,0,0,0,0
3/14/2020,MM,Myanmar,SEARO,0,0,0,0
3/13/2020,MM,Myanmar,SEARO,0,0,0,0
3/12/2020,MM,Myanmar,SEARO,0,0,0,0
3/11/2020,MM,Myanmar,SEARO,0,0,0,0
3/10/2020,MM,Myanmar,SEARO,0,0,0,0
3/9/2020,MM,Myanmar,SEARO,0,0,0,0
3/8/2020,MM,Myanmar,SEARO,0,0,0,0
3/7/2020,MM,Myanmar,SEARO,0,0,0,0
3/6/2020,MM,Myanmar,SEARO,0,0,0,0
3/5/2020,MM,Myanmar,SEARO,0,0,0,0
3/4/2020,MM,Myanmar,SEARO,0,0,0,0
3/3/2020,MM,Myanmar,SEARO,0,0,0,0
3/2/2020,MM,Myanmar,SEARO,0,0,0,0
3/1/2020,MM,Myanmar,SEARO,0,0,0,0
2/29/2020,MM,Myanmar,SEARO,0,0,0,0
2/28/2020,MM,Myanmar,SEARO,0,0,0,0
2/27/2020,MM,Myanmar,SEARO,0,0,0,0
2/26/2020,MM,Myanmar,SEARO,0,0,0,0
2/25/2020,MM,Myanmar,SEARO,0,0,0,0
2/24/2020,MM,Myanmar,SEARO,0,0,0,0
2/23/2020,MM,Myanmar,SEARO,0,0,0,0
2/22/2020,MM,Myanmar,SEARO,0,0,0,0
2/21/2020,MM,Myanmar,SEARO,0,0,0,0
2/20/2020,MM,Myanmar,SEARO,0,0,0,0
2/19/2020,MM,Myanmar,SEARO,0,0,0,0
2/18/2020,MM,Myanmar,SEARO,0,0,0,0
2/17/2020,MM,Myanmar,SEARO,0,0,0,0
2/16/2020,MM,Myanmar,SEARO,0,0,0,0
2/15/2020,MM,Myanmar,SEARO,0,0,0,0
2/14/2020,MM,Myanmar,SEARO,0,0,0,0
2/13/2020,MM,Myanmar,SEARO,0,0,0,0
2/12/2020,MM,Myanmar,SEARO,0,0,0,0
2/11/2020,MM,Myanmar,SEARO,0,0,0,0
2/10/2020,MM,Myanmar,SEARO,0,0,0,0
2/9/2020,MM,Myanmar,SEARO,0,0,0,0
2/8/2020,MM,Myanmar,SEARO,0,0,0,0
2/7/2020,MM,Myanmar,SEARO,0,0,0,0
2/6/2020,MM,Myanmar,SEARO,0,0,0,0
2/5/2020,MM,Myanmar,SEARO,0,0,0,0
2/4/2020,MM,Myanmar,SEARO,0,0,0,0
2/3/2020,MM,Myanmar,SEARO,0,0,0,0
2/2/2020,MM,Myanmar,SEARO,0,0,0,0
2/1/2020,MM,Myanmar,SEARO,0,0,0,0
1/31/2020,MM,Myanmar,SEARO,0,0,0,0
1/30/2020,MM,Myanmar,SEARO,0,0,0,0
1/29/2020,MM,Myanmar,SEARO,0,0,0,0
1/28/2020,MM,Myanmar,SEARO,0,0,0,0
1/27/2020,MM,Myanmar,SEARO,0,0,0,0
1/26/2020,MM,Myanmar,SEARO,0,0,0,0
1/25/2020,MM,Myanmar,SEARO,0,0,0,0
1/24/2020,MM,Myanmar,SEARO,0,0,0,0
1/23/2020,MM,Myanmar,SEARO,0,0,0,0
1/22/2020,MM,Myanmar,SEARO,0,0,0,0
1/21/2020,MM,Myanmar,SEARO,0,0,0,0
1/20/2020,MM,Myanmar,SEARO,0,0,0,0
1/19/2020,MM,Myanmar,SEARO,0,0,0,0
1/18/2020,MM,Myanmar,SEARO,0,0,0,0
1/17/2020,MM,Myanmar,SEARO,0,0,0,0
1/16/2020,MM,Myanmar,SEARO,0,0,0,0
1/15/2020,MM,Myanmar,SEARO,0,0,0,0
1/14/2020,MM,Myanmar,SEARO,0,0,0,0
1/13/2020,MM,Myanmar,SEARO,0,0,0,0
1/12/2020,MM,Myanmar,SEARO,0,0,0,0
1/11/2020,MM,Myanmar,SEARO,0,0,0,0
1/10/2020,MM,Myanmar,SEARO,0,0,0,0
1/9/2020,MM,Myanmar,SEARO,0,0,0,0
1/8/2020,MM,Myanmar,SEARO,0,0,0,0
1/7/2020,MM,Myanmar,SEARO,0,0,0,0
1/6/2020,MM,Myanmar,SEARO,0,0,0,0
1/5/2020,MM,Myanmar,SEARO,0,0,0,0
1/4/2020,MM,Myanmar,SEARO,0,0,0,0
1/3/2020,MM,Myanmar,SEARO,0,0,0,0
5/23/2021,MY,Malaysia,WPRO,6320,505115,50,2199
5/22/2021,MY,Malaysia,WPRO,6493,498795,50,2149
5/21/2021,MY,Malaysia,WPRO,6806,492302,59,2099
5/20/2021,MY,Malaysia,WPRO,6075,485496,46,2040
5/19/2021,MY,Malaysia,WPRO,4865,479421,47,1994
5/18/2021,MY,Malaysia,WPRO,4446,474556,45,1947
5/17/2021,MY,Malaysia,WPRO,3780,470110,36,1902
5/16/2021,MY,Malaysia,WPRO,4140,466330,44,1866
5/15/2021,MY,Malaysia,WPRO,4113,462190,34,1822
5/14/2021,MY,Malaysia,WPRO,4855,458077,27,1788
5/13/2021,MY,Malaysia,WPRO,4765,453222,39,1761
5/12/2021,MY,Malaysia,WPRO,3973,448457,22,1722
5/11/2021,MY,Malaysia,WPRO,3807,444484,17,1700
5/10/2021,MY,Malaysia,WPRO,3733,440677,26,1683
5/9/2021,MY,Malaysia,WPRO,4519,436944,25,1657
5/8/2021,MY,Malaysia,WPRO,4498,432425,22,1632
5/7/2021,MY,Malaysia,WPRO,3551,427927,19,1610
5/6/2021,MY,Malaysia,WPRO,3744,424376,17,1591
5/5/2021,MY,Malaysia,WPRO,3120,420632,23,1574
5/4/2021,MY,Malaysia,WPRO,2500,417512,18,1551
5/3/2021,MY,Malaysia,WPRO,3418,415012,12,1533
5/2/2021,MY,Malaysia,WPRO,2881,411594,15,1521
5/1/2021,MY,Malaysia,WPRO,3788,408713,14,1506
4/30/2021,MY,Malaysia,WPRO,3332,404925,15,1492
4/29/2021,MY,Malaysia,WPRO,3142,401593,15,1477
4/28/2021,MY,Malaysia,WPRO,2733,398451,13,1462
4/27/2021,MY,Malaysia,WPRO,2776,395718,13,1449
4/26/2021,MY,Malaysia,WPRO,2690,392942,10,1436
4/25/2021,MY,Malaysia,WPRO,2717,390252,11,1426
4/24/2021,MY,Malaysia,WPRO,2847,387535,8,1415
4/23/2021,MY,Malaysia,WPRO,2875,384688,7,1407
4/22/2021,MY,Malaysia,WPRO,2340,381813,11,1400
4/21/2021,MY,Malaysia,WPRO,2341,379473,3,1389
4/20/2021,MY,Malaysia,WPRO,2078,377132,8,1386
4/19/2021,MY,Malaysia,WPRO,2195,375054,8,1378
4/18/2021,MY,Malaysia,WPRO,2331,372859,5,1370
4/17/2021,MY,Malaysia,WPRO,2551,370528,2,1365
4/16/2021,MY,Malaysia,WPRO,2148,367977,10,1363
4/15/2021,MY,Malaysia,WPRO,1889,365829,8,1353
4/14/2021,MY,Malaysia,WPRO,1767,363940,12,1345
4/13/2021,MY,Malaysia,WPRO,1317,362173,4,1333
4/12/2021,MY,Malaysia,WPRO,1739,360856,8,1329
4/11/2021,MY,Malaysia,WPRO,1510,359117,8,1321
4/10/2021,MY,Malaysia,WPRO,1854,357607,5,1313
4/9/2021,MY,Malaysia,WPRO,1285,355753,4,1308
4/8/2021,MY,Malaysia,WPRO,1139,354468,4,1304
4/7/2021,MY,Malaysia,WPRO,1300,353329,5,1300
4/6/2021,MY,Malaysia,WPRO,1070,352029,7,1295
4/5/2021,MY,Malaysia,WPRO,1349,350959,2,1288
4/4/2021,MY,Malaysia,WPRO,1638,349610,3,1286
4/3/2021,MY,Malaysia,WPRO,1294,347972,5,1283
4/2/2021,MY,Malaysia,WPRO,1178,346678,6,1278
4/1/2021,MY,Malaysia,WPRO,1482,345500,7,1272
3/31/2021,MY,Malaysia,WPRO,1133,344018,5,1265
3/30/2021,MY,Malaysia,WPRO,941,342885,5,1260
3/29/2021,MY,Malaysia,WPRO,1302,341944,4,1255
3/28/2021,MY,Malaysia,WPRO,1199,340642,2,1251
3/27/2021,MY,Malaysia,WPRO,1275,339443,1,1249
3/26/2021,MY,Malaysia,WPRO,1360,338168,2,1248
3/25/2021,MY,Malaysia,WPRO,1268,336808,2,1246
3/24/2021,MY,Malaysia,WPRO,1384,335540,6,1244
3/23/2021,MY,Malaysia,WPRO,1116,334156,5,1238
3/22/2021,MY,Malaysia,WPRO,1327,333040,4,1233
3/21/2021,MY,Malaysia,WPRO,1671,331713,4,1229
3/20/2021,MY,Malaysia,WPRO,1576,330042,2,1225
3/19/2021,MY,Malaysia,WPRO,1213,328466,3,1223
3/18/2021,MY,Malaysia,WPRO,1219,327253,2,1220
3/17/2021,MY,Malaysia,WPRO,1063,326034,5,1218
3/16/2021,MY,Malaysia,WPRO,1208,324971,3,1213
3/15/2021,MY,Malaysia,WPRO,1354,323763,4,1210
3/14/2021,MY,Malaysia,WPRO,1470,322409,3,1206
3/13/2021,MY,Malaysia,WPRO,1575,320939,3,1203
3/12/2021,MY,Malaysia,WPRO,1647,319364,9,1200
3/11/2021,MY,Malaysia,WPRO,1448,317717,5,1191
3/10/2021,MY,Malaysia,WPRO,1280,316269,9,1186
3/9/2021,MY,Malaysia,WPRO,1529,314989,8,1177
3/8/2021,MY,Malaysia,WPRO,1683,313460,3,1169
3/7/2021,MY,Malaysia,WPRO,1680,311777,7,1166
3/6/2021,MY,Malaysia,WPRO,2154,310097,6,1159
3/5/2021,MY,Malaysia,WPRO,2063,307943,5,1153
3/4/2021,MY,Malaysia,WPRO,1745,305880,7,1148
3/3/2021,MY,Malaysia,WPRO,1555,304135,6,1141
3/2/2021,MY,Malaysia,WPRO,1828,302580,5,1135
3/1/2021,MY,Malaysia,WPRO,2437,300752,9,1130
2/28/2021,MY,Malaysia,WPRO,2364,298315,10,1121
2/27/2021,MY,Malaysia,WPRO,2253,295951,11,1111
2/26/2021,MY,Malaysia,WPRO,1924,293698,12,1100
2/25/2021,MY,Malaysia,WPRO,3545,291774,12,1088
2/24/2021,MY,Malaysia,WPRO,2468,288229,14,1076
2/23/2021,MY,Malaysia,WPRO,2192,285761,6,1062
2/22/2021,MY,Malaysia,WPRO,3297,283569,5,1056
2/21/2021,MY,Malaysia,WPRO,2461,280272,8,1051
2/20/2021,MY,Malaysia,WPRO,2936,277811,13,1043
2/19/2021,MY,Malaysia,WPRO,2712,274875,25,1030
2/18/2021,MY,Malaysia,WPRO,2998,272163,22,1005
2/17/2021,MY,Malaysia,WPRO,2710,269165,8,983
2/16/2021,MY,Malaysia,WPRO,2186,266455,10,975
2/15/2021,MY,Malaysia,WPRO,2464,264269,7,965
2/14/2021,MY,Malaysia,WPRO,3499,261805,5,958
2/13/2021,MY,Malaysia,WPRO,3318,258306,17,953
2/12/2021,MY,Malaysia,WPRO,3384,254988,13,936
2/11/2021,MY,Malaysia,WPRO,3288,251604,14,923
2/10/2021,MY,Malaysia,WPRO,2764,248316,13,909
2/9/2021,MY,Malaysia,WPRO,3100,245552,24,896
2/8/2021,MY,Malaysia,WPRO,3731,242452,15,872
2/7/2021,MY,Malaysia,WPRO,3847,238721,12,857
2/6/2021,MY,Malaysia,WPRO,3391,234874,19,845
2/5/2021,MY,Malaysia,WPRO,4571,231483,17,826
2/4/2021,MY,Malaysia,WPRO,4284,226912,18,809
2/3/2021,MY,Malaysia,WPRO,3455,222628,21,791
2/2/2021,MY,Malaysia,WPRO,4214,219173,10,770
2/1/2021,MY,Malaysia,WPRO,5298,214959,14,760
1/31/2021,MY,Malaysia,WPRO,5728,209661,13,746
1/30/2021,MY,Malaysia,WPRO,5725,203933,16,733
1/29/2021,MY,Malaysia,WPRO,4094,198208,10,717
1/28/2021,MY,Malaysia,WPRO,3680,194114,7,707
1/27/2021,MY,Malaysia,WPRO,3585,190434,11,700
1/26/2021,MY,Malaysia,WPRO,3048,186849,11,689
1/25/2021,MY,Malaysia,WPRO,3346,183801,11,678
1/24/2021,MY,Malaysia,WPRO,4275,180455,7,667
1/23/2021,MY,Malaysia,WPRO,3631,176180,18,660
1/22/2021,MY,Malaysia,WPRO,3170,172549,12,642
1/21/2021,MY,Malaysia,WPRO,4008,169379,11,630
1/20/2021,MY,Malaysia,WPRO,3631,165371,14,619
1/19/2021,MY,Malaysia,WPRO,3306,161740,4,605
1/18/2021,MY,Malaysia,WPRO,3339,158434,7,601
1/17/2021,MY,Malaysia,WPRO,4029,155095,8,594
1/16/2021,MY,Malaysia,WPRO,3211,151066,8,586
1/15/2021,MY,Malaysia,WPRO,3337,147855,15,578
1/14/2021,MY,Malaysia,WPRO,2985,144518,4,563
1/13/2021,MY,Malaysia,WPRO,3309,141533,4,559
1/12/2021,MY,Malaysia,WPRO,2232,138224,4,555
1/11/2021,MY,Malaysia,WPRO,2433,135992,9,551
1/10/2021,MY,Malaysia,WPRO,2451,133559,5,542
1/9/2021,MY,Malaysia,WPRO,2643,131108,16,537
1/8/2021,MY,Malaysia,WPRO,3027,128465,8,521
1/7/2021,MY,Malaysia,WPRO,2593,125438,4,513
1/6/2021,MY,Malaysia,WPRO,2027,122845,8,509
1/5/2021,MY,Malaysia,WPRO,1741,120818,7,501
1/4/2021,MY,Malaysia,WPRO,1704,119077,11,494
1/3/2021,MY,Malaysia,WPRO,2295,117373,9,483
1/2/2021,MY,Malaysia,WPRO,2068,115078,3,474
1/1/2021,MY,Malaysia,WPRO,2525,113010,8,471
12/31/2020,MY,Malaysia,WPRO,1870,110485,6,463
12/30/2020,MY,Malaysia,WPRO,1925,108615,2,457
12/29/2020,MY,Malaysia,WPRO,1594,106690,3,455
12/28/2020,MY,Malaysia,WPRO,1196,105096,1,452
12/27/2020,MY,Malaysia,WPRO,2335,103900,2,451
12/26/2020,MY,Malaysia,WPRO,1247,101565,3,449
12/25/2020,MY,Malaysia,WPRO,1581,100318,2,446
12/24/2020,MY,Malaysia,WPRO,1348,98737,5,444
12/23/2020,MY,Malaysia,WPRO,2062,97389,1,439
12/22/2020,MY,Malaysia,WPRO,2018,95327,1,438
12/21/2020,MY,Malaysia,WPRO,1340,93309,4,437
12/20/2020,MY,Malaysia,WPRO,1153,91969,1,433
12/19/2020,MY,Malaysia,WPRO,1683,90816,0,432
12/18/2020,MY,Malaysia,WPRO,1220,89133,3,432
12/17/2020,MY,Malaysia,WPRO,1295,87913,7,429
12/16/2020,MY,Malaysia,WPRO,1772,86618,3,422
12/15/2020,MY,Malaysia,WPRO,1371,84846,4,419
12/14/2020,MY,Malaysia,WPRO,1229,83475,4,415
12/13/2020,MY,Malaysia,WPRO,1937,82246,9,411
12/12/2020,MY,Malaysia,WPRO,1810,80309,6,402
12/11/2020,MY,Malaysia,WPRO,2234,78499,3,396
12/10/2020,MY,Malaysia,WPRO,959,76265,5,393
12/9/2020,MY,Malaysia,WPRO,1012,75306,4,388
12/8/2020,MY,Malaysia,WPRO,1600,74294,2,384
12/7/2020,MY,Malaysia,WPRO,1335,72694,2,382
